task name,random seed,sample count,accuracy epoch 1,accuracy epoch 2,accuracy epoch 3,accuracy epoch 4,accuracy epoch 5,accuracy epoch 6,accuracy epoch 7,accuracy epoch 8,accuracy epoch 9,accuracy epoch 10,time epoch 1,time epoch 2,time epoch 3,time epoch 4,time epoch 5,time epoch 6,time epoch 7,time epoch 8,time epoch 9,time epoch 10
sort_list_indices_length2_mnist,3177,500,0.888,0.9,0.912,0.94,0.936,0.948,0.956,0.966,0.956,0.964,453.5915,449.3663,449.8175,445.883,447.4661,452.9355,452.2627,451.396,451.6709,452.2475
sort_list_indices_length2_mnist,5848,500,0.88,0.924,0.926,0.938,0.932,0.932,0.936,0.944,0.936,0.936,453.9667,450.5039,447.4636,448.8413,449.4683,449.6715,449.7965,451.1115,448.915,449.434
sort_list_indices_length2_mnist,9175,500,0.886,0.942,0.942,0.948,0.93,0.944,0.95,0.958,0.956,0.948,457.5046,455.277,454.4278,453.4309,451.5315,452.4973,452.5242,452.3696,451.6531,449.8947
sort_list_indices_length2_mnist,8725,500,0.904,0.936,0.96,0.974,0.98,0.976,0.974,0.974,0.976,0.976,451.1553,448.2948,454.3001,454.2942,452.5869,451.8216,453.2105,455.1971,453.2799,455.4201
sort_list_indices_length2_mnist,1234,500,0.884,0.936,0.922,0.944,0.958,0.964,0.96,0.96,0.966,0.968,452.6929,452.073,454.0046,450.1998,450.6751,452.2265,452.3747,452.4311,452.2819,453.5031
sort_list_indices_length2_mnist,3177,1000,0.894,0.894,0.924,0.94,0.944,0.954,0.948,0.958,0.956,0.96,913.2821,914.4695,907.02,907.8401,908.9991,910.0973,909.2561,909.0879,907.4576,910.4783
sort_list_indices_length2_mnist,5848,1000,0.886,0.922,0.926,0.938,0.93,0.93,0.942,0.946,0.944,0.942,913.2552,910.5638,913.8707,913.0628,913.2036,912.8894,914.996,913.973,913.4899,914.9654
sort_list_indices_length2_mnist,9175,1000,0.894,0.942,0.946,0.956,0.95,0.954,0.952,0.958,0.954,0.95,916.5271,908.2895,908.1051,911.5899,909.0359,910.7264,910.8336,912.4801,906.8082,912.4079
sort_list_indices_length2_mnist,8725,1000,0.884,0.91,0.944,0.97,0.976,0.974,0.974,0.98,0.968,0.976,915.5259,915.3016,915.4988,916.7699,915.2472,915.201,917.3748,914.2968,920.633,919.0667
sort_list_indices_length2_mnist,1234,1000,0.894,0.946,0.946,0.954,0.96,0.968,0.958,0.962,0.968,0.964,912.023,913.1014,911.8659,911.335,909.5786,910.7059,911.1255,912.6422,913.1419,914.4415
sort_list_indices_length3_mnist,3177,50,0.792,0.852,0.896,0.898,0.926,0.908,0.918,0.924,0.922,0.936,59.3446,53.818,55.1185,54.3525,49.7596,49.8857,54.9513,57.2577,49.3632,54.4178
sort_list_indices_length3_mnist,5848,50,0.768,0.876,0.898,0.894,0.924,0.926,0.924,0.912,0.924,0.928,56.7608,53.4823,54.3548,52.9684,50.4004,49.4313,51.1121,56.0665,55.173,53.5177
sort_list_indices_length3_mnist,9175,50,0.732,0.81,0.86,0.87,0.886,0.886,0.888,0.886,0.894,0.9,56.0377,55.7339,54.6656,53.306,54.5863,55.0087,52.683,52.1906,53.1375,51.1483
sort_list_indices_length3_mnist,8725,50,0.768,0.864,0.894,0.896,0.914,0.91,0.912,0.922,0.912,0.916,57.0228,50.0686,48.9714,51.7747,56.0929,56.0222,50.3015,50.7569,49.4145,49.7987
sort_list_indices_length3_mnist,1234,50,0.736,0.858,0.886,0.884,0.898,0.902,0.894,0.914,0.9,0.9,52.3117,53.9211,54.1702,53.7425,54.8356,54.6654,49.3353,52.1088,49.9185,54.8887
sort_list_indices_length3_mnist,3177,100,0.816,0.86,0.896,0.91,0.914,0.918,0.934,0.932,0.936,0.924,98.2816,100.0751,96.5209,95.3813,99.747,94.7006,94.4658,95.0077,99.7052,95.4633
sort_list_indices_length3_mnist,5848,100,0.79,0.874,0.884,0.896,0.912,0.91,0.898,0.89,0.908,0.914,100.9927,106.2408,106.1768,95.1872,97.9045,94.3793,92.8993,101.8996,95.2749,98.0734
sort_list_indices_length3_mnist,9175,100,0.784,0.838,0.87,0.878,0.872,0.888,0.894,0.888,0.9,0.9,99.4438,98.6716,98.1682,105.0732,98.1151,94.2045,93.463,94.5018,93.2198,94.0886
sort_list_indices_length3_mnist,8725,100,0.738,0.842,0.872,0.89,0.882,0.9,0.894,0.892,0.908,0.896,102.4688,97.726,95.1671,98.0902,99.4048,94.8828,94.3934,94.059,94.1901,94.3058
sort_list_indices_length3_mnist,1234,100,0.752,0.848,0.89,0.886,0.904,0.908,0.898,0.908,0.91,0.91,115.0219,99.7831,106.3412,101.2542,107.3228,97.3524,97.5314,96.2629,98.1568,99.5597
sort_list_indices_length3_mnist,3177,500,0.842,0.892,0.914,0.926,0.916,0.904,0.934,0.92,0.926,0.934,309.3154,268.2784,269.7171,267.868,268.4248,261.4259,271.2446,265.045,263.7254,257.0191
sort_list_indices_length3_mnist,5848,500,0.748,0.818,0.83,0.844,0.83,0.846,0.86,0.858,0.87,0.846,273.0705,265.1526,265.9575,263.6964,269.5007,267.6624,268.8488,264.2519,261.8116,263.1776
sort_list_indices_length3_mnist,9175,500,0.854,0.89,0.886,0.894,0.9,0.904,0.896,0.89,0.9,0.894,264.4538,265.4631,261.5376,265.5762,260.8976,264.4911,265.1028,261.2616,266.5105,263.1884
sort_list_indices_length3_mnist,8725,500,0.824,0.894,0.9,0.914,0.908,0.916,0.918,0.934,0.932,0.93,266.9699,267.5437,268.304,263.2576,266.1487,260.9725,298.3071,273.5414,261.5964,268.7841
sort_list_indices_length3_mnist,1234,500,0.846,0.886,0.916,0.92,0.93,0.934,0.924,0.924,0.922,0.932,273.622,266.8074,273.7701,268.3521,261.5052,269.6073,260.526,266.806,304.7392,320.2874
sort_list_indices_length3_mnist,3177,1000,0.816,0.902,0.91,0.93,0.922,0.926,0.93,0.926,0.93,0.942,557.7494,552.4802,549.929,547.2816,544.0673,528.3486,532.1441,532.4211,535.1155,532.8196
sort_list_indices_length3_mnist,5848,1000,0.824,0.882,0.894,0.898,0.904,0.906,0.912,0.91,0.914,0.908,509.7425,507.4088,506.7219,507.5039,504.6671,571.5192,529.3641,532.9961,523.0519,516.547
sort_list_indices_length3_mnist,9175,1000,0.856,0.878,0.898,0.912,0.89,0.904,0.904,0.898,0.896,0.908,511.7761,555.8429,489.8791,495.9251,500.5123,502.3722,500.8679,531.8486,497.8686,499.2193
sort_list_indices_length3_mnist,8725,1000,0.796,0.878,0.884,0.88,0.886,0.896,0.898,0.902,0.92,0.908,495.0309,491.312,492.2488,489.9398,494.0468,490.3587,497.3083,496.8658,495.1639,494.0774
sort_list_indices_length3_mnist,1234,1000,0.864,0.916,0.91,0.922,0.924,0.918,0.922,0.932,0.944,0.938,498.5216,504.5201,499.9995,494.3118,495.2624,506.4301,495.6928,492.7076,494.9372,499.9413
sort_list_indices_length4_mnist,3177,50,0.642,0.838,0.89,0.908,0.914,0.926,0.92,0.932,0.928,0.928,41.6829,40.9708,40.1971,41.4135,43.3649,43.0248,45.5827,43.4189,44.5666,44.6958
sort_list_indices_length4_mnist,5848,50,0.614,0.738,0.798,0.812,0.81,0.838,0.836,0.824,0.854,0.852,46.7229,44.0557,44.5478,44.0426,44.1813,44.3916,44.6875,44.2628,43.4129,45.1894
sort_list_indices_length4_mnist,9175,50,0.612,0.84,0.9,0.938,0.95,0.95,0.948,0.942,0.948,0.954,47.6544,43.8548,44.0976,44.4115,45.3523,44.8533,45.5932,43.8829,44.6153,43.3779
sort_list_indices_length4_mnist,8725,50,0.572,0.788,0.832,0.844,0.848,0.86,0.86,0.872,0.87,0.888,48.0399,44.7372,44.4263,43.5396,46.1973,45.8554,45.6642,44.9221,45.1451,43.0734
sort_list_indices_length4_mnist,1234,50,0.742,0.89,0.92,0.942,0.934,0.938,0.952,0.954,0.95,0.95,49.5308,46.3523,45.5612,45.3582,44.6615,44.7072,44.2707,46.0964,46.0427,45.3926
sort_list_indices_length4_mnist,3177,100,0.706,0.806,0.844,0.842,0.864,0.858,0.862,0.88,0.886,0.888,62.2299,60.8799,59.6941,58.8089,58.6387,58.3012,60.9627,58.5417,58.3426,60.5241
sort_list_indices_length4_mnist,5848,100,0.634,0.772,0.798,0.802,0.836,0.85,0.842,0.832,0.856,0.854,67.8178,58.7018,62.1464,62.3197,66.0903,63.3138,59.5344,58.2645,59.0451,64.2695
sort_list_indices_length4_mnist,9175,100,0.668,0.778,0.786,0.812,0.818,0.804,0.818,0.812,0.822,0.814,68.0119,60.7259,60.3729,60.3186,54.7022,60.8161,60.9383,62.3933,63.9384,63.2566
sort_list_indices_length4_mnist,8725,100,0.674,0.744,0.788,0.788,0.856,0.87,0.888,0.894,0.892,0.894,65.6617,58.1592,65.5721,66.4011,63.2571,64.4876,62.4355,62.9417,60.5896,61.8201
sort_list_indices_length4_mnist,1234,100,0.752,0.836,0.858,0.936,0.948,0.94,0.956,0.946,0.95,0.95,70.7981,64.4353,65.4604,64.6732,59.3242,63.9638,64.1451,65.0692,62.4338,62.9241
sort_list_indices_length4_mnist,3177,500,0.718,0.752,0.796,0.806,0.844,0.858,0.874,0.88,0.882,0.854,265.103,268.6019,265.3832,259.2111,268.4734,263.973,266.0254,259.3859,257.4044,259.2548
sort_list_indices_length4_mnist,5848,500,0.676,0.782,0.792,0.816,0.814,0.822,0.844,0.838,0.832,0.844,270.0497,301.617,294.9452,289.6356,260.7286,259.127,264.6386,259.8403,268.5667,269.4419
sort_list_indices_length4_mnist,9175,500,0.702,0.782,0.81,0.822,0.836,0.848,0.872,0.836,0.838,0.838,270.7332,263.7868,262.3177,264.3335,261.537,262.1678,263.5737,260.5032,258.5944,259.797
sort_list_indices_length4_mnist,8725,500,0.648,0.752,0.788,0.796,0.812,0.782,0.82,0.802,0.812,0.802,262.3659,255.6626,258.9088,259.2871,276.9122,266.0952,267.1294,267.3688,269.4688,270.6445
sort_list_indices_length4_mnist,1234,500,0.692,0.788,0.86,0.9,0.89,0.924,0.892,0.888,0.894,0.906,279.0215,275.667,267.1994,266.8751,268.6003,271.4513,266.9371,265.1999,267.9961,265.8527
sort_list_indices_length4_mnist,3177,1000,0.766,0.818,0.85,0.852,0.862,0.872,0.874,0.864,0.87,0.866,994.4429,990.8763,988.8207,991.5286,989.4125,1189.732,1053.7983,1067.6908,994.1259,997.9287
sort_list_indices_length4_mnist,5848,1000,0.676,0.708,0.748,0.748,0.74,0.76,0.766,0.78,0.784,0.798,1019.4322,998.3491,1010.1743,1003.1476,987.5799,1036.2039,993.7306,994.8062,1002.7095,979.7915
sort_list_indices_length4_mnist,9175,1000,0.656,0.666,0.662,0.672,0.688,0.684,0.678,0.696,0.674,0.696,984.6946,1020.4169,1084.8826,1053.6693,1029.7903,1032.4789,1030.5271,1035.0537,1029.2186,1030.4234
sort_list_indices_length4_mnist,8725,1000,0.732,0.776,0.79,0.814,0.82,0.842,0.794,0.834,0.838,0.818,1035.6662,1024.8948,1025.6093,1028.4888,1036.2787,1036.1752,1034.8416,1041.392,1051.2101,1044.0354
sort_list_indices_length4_mnist,1234,1000,0.746,0.82,0.85,0.896,0.896,0.892,0.914,0.906,0.908,0.916,1038.9999,1032.6255,1032.5226,1031.1888,1059.2977,1051.7932,1038.5756,1039.4205,1038.0433,1041.8789
sort_list_indices_length5_mnist,3177,50,0.454,0.672,0.776,0.814,0.796,0.812,0.828,0.834,0.836,0.854,39.5747,34.1973,33.9049,33.9224,46.724,46.3493,46.5574,49.4672,46.612,45.5388
sort_list_indices_length5_mnist,5848,50,0.414,0.62,0.692,0.71,0.728,0.762,0.754,0.756,0.746,0.756,47.043,42.2025,43.3172,43.8342,41.8642,33.9136,33.5818,33.1535,33.3069,33.5709
sort_list_indices_length5_mnist,9175,50,0.496,0.824,0.87,0.884,0.912,0.926,0.922,0.932,0.546,0.242,36.8793,32.6495,33.2128,32.2438,33.5746,31.582,33.2187,31.7928,31.4081,32.9796
sort_list_indices_length5_mnist,8725,50,0.414,0.602,0.688,0.704,0.802,0.794,0.826,0.836,0.822,0.848,37.1697,32.4398,33.0608,33.0746,33.739,34.4905,33.5662,32.1872,32.5899,32.749
sort_list_indices_length5_mnist,1234,50,0.442,0.746,0.772,0.808,0.842,0.832,0.858,0.848,0.836,0.854,38.6044,33.7787,34.3825,33.8605,34.3805,32.9607,32.7987,32.7806,33.2685,33.08
sort_list_indices_length5_mnist,3177,100,0.576,0.764,0.816,0.826,0.84,0.844,0.852,0.838,0.852,0.836,62.9371,59.0394,56.2462,58.6278,72.2788,56.7788,59.3808,60.7197,59.6167,60.2646
sort_list_indices_length5_mnist,5848,100,0.614,0.774,0.82,0.826,0.824,0.842,0.846,0.858,0.852,0.856,65.9134,61.6297,62.5934,63.8841,63.818,61.353,62.9528,61.2978,62.7267,61.9113
sort_list_indices_length5_mnist,9175,100,0.538,0.762,0.8,0.82,0.822,0.848,0.83,0.85,0.838,0.858,66.5367,61.9118,61.5589,61.7895,59.7365,61.4995,60.8907,61.7351,60.4862,60.8312
sort_list_indices_length5_mnist,8725,100,0.582,0.846,0.884,0.892,0.918,0.938,0.928,0.926,0.93,0.934,65.8847,57.0499,57.1749,58.2806,56.4589,56.9749,56.792,56.8368,57.0742,57.0213
sort_list_indices_length5_mnist,1234,100,0.49,0.686,0.722,0.744,0.74,0.752,0.744,0.764,0.756,0.756,61.1328,57.0697,57.6245,57.6132,56.4172,56.1969,57.5621,58.0011,62.7787,63.8511
sort_list_indices_length5_mnist,3177,500,0.678,0.73,0.81,0.804,0.84,0.826,0.828,0.832,0.842,0.854,270.9255,296.3079,286.4524,261.0316,263.7899,264.3712,269.9897,264.9374,261.77,271.2767
sort_list_indices_length5_mnist,5848,500,0.584,0.692,0.746,0.74,0.758,0.756,0.754,0.768,0.754,0.774,263.1881,261.8648,267.5493,258.6232,259.9865,265.8711,262.7969,277.3525,290.7776,269.9807
sort_list_indices_length5_mnist,9175,500,0.602,0.684,0.678,0.694,0.744,0.718,0.754,0.75,0.732,0.734,272.6437,266.0285,263.4534,266.3314,265.6382,263.3523,264.104,268.4447,265.7737,263.2366
sort_list_indices_length5_mnist,8725,500,0.524,0.694,0.744,0.74,0.754,0.744,0.748,0.758,0.764,0.764,266.227,261.2059,265.5445,261.8805,269.6723,262.9687,264.0868,263.6341,264.8181,269.7869
sort_list_indices_length5_mnist,1234,500,0.61,0.792,0.798,0.846,0.842,0.864,0.874,0.864,0.852,0.868,267.6926,264.7049,272.6931,269.6487,266.3344,264.4664,264.3734,264.2769,264.646,262.9787
sort_list_indices_length5_mnist,3177,1000,0.674,0.802,0.82,0.838,0.84,0.836,0.846,0.85,0.856,0.846,564.9537,565.4111,567.6655,601.3636,566.6603,565.8196,632.3655,565.7182,552.2254,549.7008
sort_list_indices_length5_mnist,5848,1000,0.532,0.66,0.71,0.738,0.748,0.766,0.756,0.768,0.77,0.766,601.9282,573.4953,560.5356,559.5882,559.6944,562.0686,558.2329,561.4557,558.6397,562.7043
sort_list_indices_length5_mnist,9175,1000,0.548,0.622,0.628,0.746,0.736,0.75,0.762,0.768,0.768,0.766,548.6793,547.8854,549.8221,551.1816,546.3389,557.2813,568.8832,566.8706,546.3979,583.7867
sort_list_indices_length5_mnist,8725,1000,0.628,0.79,0.822,0.838,0.84,0.844,0.844,0.864,0.86,0.862,584.7932,573.0145,558.2629,559.6628,554.2315,557.5393,584.018,602.6382,577.2803,575.1994
sort_list_indices_length5_mnist,1234,1000,0.648,0.806,0.818,0.832,0.846,0.87,0.842,0.862,0.856,0.85,571.7606,568.4235,554.1079,592.8635,583.4237,566.2187,554.3966,553.5717,552.4417,556.3264
sort_list_indices_length6_mnist,3177,50,0.046,0.336,0.684,0.718,0.774,0.79,0.826,0.826,0.836,0.824,40.0405,38.2601,37.4319,37.0874,37.228,36.3301,36.2858,35.4857,34.3716,35.8068
sort_list_indices_length6_mnist,5848,50,0.024,0.234,0.53,0.604,0.634,0.664,0.68,0.686,0.682,0.674,40.4822,36.7326,38.7096,39.0646,37.7105,37.719,37.7187,37.6212,36.8201,37.5284
sort_list_indices_length6_mnist,9175,50,0.036,0.414,0.824,0.762,0.856,0.868,0.87,0.874,0.88,0.888,42.2634,38.8436,38.6798,37.3603,37.5553,36.1465,36.4969,36.2138,37.3376,36.4001
sort_list_indices_length6_mnist,8725,50,0.004,0.32,0.67,0.744,0.738,0.78,0.798,0.796,0.802,0.81,42.3122,38.6806,39.914,38.1608,36.5779,36.9244,36.9908,36.0773,36.3713,35.8433
sort_list_indices_length6_mnist,1234,50,0.03,0.288,0.528,0.604,0.636,0.668,0.684,0.672,0.702,0.702,41.3483,39.8205,39.2471,39.012,38.2155,38.9661,36.8478,35.686,36.9196,36.5446
sort_list_indices_length6_mnist,3177,100,0.208,0.542,0.742,0.782,0.826,0.802,0.818,0.824,0.826,0.834,69.643,63.6395,62.3134,64.2502,62.9428,61.7942,60.6955,62.7747,63.1752,61.1664
sort_list_indices_length6_mnist,5848,100,0.064,0.422,0.506,0.554,0.552,0.56,0.572,0.596,0.588,0.572,70.2581,65.2988,66.4152,67.677,65.6296,65.494,63.2503,65.0796,63.9119,64.665
sort_list_indices_length6_mnist,9175,100,0.12,0.568,0.728,0.76,0.782,0.784,0.796,0.77,0.808,0.782,70.0065,68.6652,83.744,82.7426,81.5454,79.8507,73.1916,65.3864,61.0988,63.7912
sort_list_indices_length6_mnist,8725,100,0.152,0.546,0.668,0.706,0.768,0.77,0.79,0.76,0.772,0.796,71.6637,65.8442,65.1281,66.0608,64.1001,67.018,65.7493,63.0766,61.0763,62.2612
sort_list_indices_length6_mnist,1234,100,0.166,0.646,0.722,0.762,0.794,0.786,0.794,0.782,0.804,0.804,70.1325,65.4174,63.9152,65.2205,63.8448,61.8384,63.1385,63.2684,62.2091,61.4764
sort_list_indices_length6_mnist,3177,500,0.482,0.622,0.682,0.704,0.682,0.696,0.718,0.726,0.726,0.71,337.4066,325.1071,292.6486,281.4889,279.4841,280.8624,307.677,325.8994,285.9144,284.4908
sort_list_indices_length6_mnist,5848,500,0.536,0.736,0.778,0.792,0.798,0.808,0.804,0.814,0.83,0.83,342.8903,300.097,280.7532,277.9885,277.8213,279.8861,277.3325,277.6446,278.5319,279.3103
sort_list_indices_length6_mnist,9175,500,0.436,0.612,0.654,0.632,0.67,0.68,0.688,0.7,0.708,0.69,333.3524,314.8737,288.8288,278.827,281.6549,278.7448,280.8675,280.8032,278.5155,282.0486
sort_list_indices_length6_mnist,8725,500,0.514,0.722,0.742,0.774,0.766,0.776,0.766,0.804,0.776,0.792,326.4166,296.4209,281.118,277.2238,288.5479,281.0859,279.7377,282.5109,281.4074,289.5783
sort_list_indices_length6_mnist,1234,500,0.498,0.842,0.892,0.908,0.926,0.936,0.924,0.846,0.932,0.94,342.78,322.0248,324.094,287.8994,293.6697,345.8657,287.4318,284.5312,286.6752,289.7106
sort_list_indices_length6_mnist,3177,1000,0.512,0.732,0.784,0.804,0.798,0.826,0.822,0.84,0.828,0.842,736.0681,721.0915,687.8384,686.166,627.106,627.1339,626.5732,626.2432,623.301,621.9629
sort_list_indices_length6_mnist,5848,1000,0.49,0.648,0.652,0.676,0.698,0.708,0.7,0.708,0.708,0.724,725.1819,708.3469,683.4615,653.6268,647.5549,659.2173,654.2713,660.3522,659.9354,651.5467
sort_list_indices_length6_mnist,9175,1000,0.57,0.71,0.756,0.78,0.782,0.798,0.792,0.804,0.81,0.8,531.3033,507.314,510.3746,513.4291,517.2396,506.9638,506.2221,515.7196,514.1783,501.334
sort_list_indices_length6_mnist,8725,1000,0.51,0.696,0.726,0.76,0.778,0.766,0.77,0.782,0.782,0.77,539.9878,529.9669,534.318,531.0905,524.5799,521.5514,510.2925,515.12,513.4036,520.4499
sort_list_indices_length6_mnist,1234,1000,0.564,0.752,0.804,0.804,0.864,0.854,0.832,0.84,0.84,0.85,525.0192,537.6729,529.567,519.8614,521.1873,519.1567,533.8376,519.2472,528.4672,529.4204
sort_list_indices_length7_mnist,3177,50,0.002,0.0,0.002,0.004,0.012,0.02,0.124,0.262,0.366,0.512,38.9873,35.226,33.8787,34.5112,34.9322,38.9985,39.125,42.3552,40.4427,43.0042
sort_list_indices_length7_mnist,5848,50,0.008,0.004,0.006,0.01,0.012,0.01,0.04,0.36,0.594,0.676,36.8237,34.2243,34.7869,35.9319,36.3793,36.7329,40.2992,42.3445,39.7406,36.212
sort_list_indices_length7_mnist,9175,50,0.0,0.008,0.006,0.004,0.026,0.244,0.39,0.486,0.568,0.558,36.091,36.8972,38.201,39.1217,39.2067,42.0353,39.9553,41.6583,38.7159,38.6282
sort_list_indices_length7_mnist,8725,50,0.002,0.0,0.002,0.002,0.0,0.0,0.022,0.208,0.722,0.844,36.7351,35.3172,36.3434,35.7888,36.287,35.238,38.8975,42.8395,40.5663,35.8409
sort_list_indices_length7_mnist,1234,50,0.004,0.0,0.008,0.008,0.048,0.362,0.588,0.666,0.698,0.732,37.7855,35.6453,38.5718,36.8995,38.9988,43.7612,39.1104,40.5964,37.3649,37.2258
sort_list_indices_length7_mnist,3177,100,0.01,0.026,0.092,0.368,0.478,0.564,0.568,0.572,0.552,0.618,67.0626,65.0932,71.3103,73.4557,75.536,67.4577,69.9733,64.2891,64.0951,61.5536
sort_list_indices_length7_mnist,5848,100,0.008,0.028,0.186,0.278,0.398,0.44,0.416,0.434,0.498,0.462,66.1128,67.8241,70.5506,71.2256,73.89,70.5409,67.5097,66.9326,64.036,66.1173
sort_list_indices_length7_mnist,9175,100,0.002,0.012,0.026,0.398,0.69,0.74,0.746,0.764,0.746,0.75,63.5092,63.7409,71.0436,73.8726,70.4282,70.3591,64.1764,64.7526,65.8995,63.1376
sort_list_indices_length7_mnist,8725,100,0.004,0.008,0.03,0.52,0.836,0.84,0.884,0.892,0.898,0.908,67.1672,70.1389,72.6821,75.0458,66.3983,67.5719,65.8636,61.4802,61.6199,63.4855
sort_list_indices_length7_mnist,1234,100,0.01,0.012,0.296,0.63,0.688,0.712,0.73,0.734,0.746,0.756,67.0652,71.072,77.368,72.004,68.3451,65.0211,66.8439,64.9343,58.9739,62.718
sort_list_indices_length7_mnist,3177,500,0.016,0.488,0.708,0.704,0.756,0.768,0.78,0.776,0.764,0.796,451.8126,479.6858,316.2289,304.0886,298.9465,301.4777,292.4772,280.9244,284.8216,272.3983
sort_list_indices_length7_mnist,5848,500,0.02,0.476,0.51,0.562,0.566,0.584,0.586,0.58,0.586,0.59,446.3489,451.9726,318.706,309.7672,306.2484,309.2453,301.2505,305.6826,296.7287,297.311
sort_list_indices_length7_mnist,9175,500,0.016,0.38,0.574,0.588,0.64,0.75,0.758,0.766,0.764,0.788,443.1741,522.3786,341.4513,309.8287,316.6388,308.8775,299.2639,298.9769,297.1709,298.8295
sort_list_indices_length7_mnist,8725,500,0.008,0.34,0.572,0.608,0.616,0.636,0.618,0.62,0.614,0.618,390.014,542.3655,398.412,312.8208,308.6775,308.6644,303.7434,303.1106,299.2394,298.1362
sort_list_indices_length7_mnist,1234,500,0.1,0.594,0.834,0.894,0.902,0.908,0.896,0.902,0.922,0.924,487.4153,404.6934,313.406,306.8266,304.797,294.3752,283.148,261.6337,266.4557,262.7119
sort_list_indices_length7_mnist,3177,1000,0.06,0.644,0.726,0.73,0.738,0.774,0.784,0.768,0.794,0.78,1146.5571,1139.4389,859.6669,710.6499,676.4848,664.2974,663.9924,654.6613,633.5532,612.7418
sort_list_indices_length7_mnist,5848,1000,0.032,0.49,0.552,0.594,0.556,0.612,0.602,0.606,0.592,0.626,1155.2044,1163.2834,1060.4882,851.3867,755.371,708.9351,706.7869,701.9201,681.7342,693.5542
sort_list_indices_length7_mnist,9175,1000,0.012,0.566,0.85,0.87,0.9,0.892,0.922,0.924,0.92,0.938,1080.019,1173.654,903.2029,702.1938,703.1891,663.8778,630.9819,625.6189,601.9594,577.4601
sort_list_indices_length7_mnist,8725,1000,0.006,0.61,0.684,0.744,0.75,0.75,0.738,0.76,0.752,0.77,1068.8671,1161.5625,996.8235,763.8893,709.8197,699.0894,704.2372,694.3758,650.534,650.7602
sort_list_indices_length7_mnist,1234,1000,0.162,0.628,0.682,0.756,0.726,0.772,0.75,0.77,0.788,0.756,1186.5077,1104.7008,978.927,792.4139,689.3115,716.9065,699.2626,663.2482,643.6485,632.1999
sort_list_indices_length8_mnist,3177,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,53.7158,50.2123,49.1532,50.0561,49.3541,50.6627,50.52,49.0288,51.4802,50.4417
sort_list_indices_length8_mnist,5848,50,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002,0.0,0.0,54.5075,51.6468,52.8056,51.705,50.9053,51.9793,51.8493,50.0673,50.1789,51.5415
sort_list_indices_length8_mnist,9175,50,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,54.8669,51.7801,49.5726,51.4738,52.7361,50.8109,51.6434,51.6048,49.239,50.1686
sort_list_indices_length8_mnist,8725,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6089,51.6924,52.2491,51.1609,51.2383,51.6315,49.968,50.4123,52.3463,52.2125
